;8;9;12;15;16;17;19;24;23;25;26;27;28;29;31;33;32;34;37;38;39;40;43;45;46;47;48;51;54;55;58;59;60;63;64;65;66;67;68;70;71;72;76;77;78;82;84;85;87;89;90;91;94;95;97;98;99;100;101;102;103;104;105;106;108;109;110;111;112;113;115;118;119;121;123;126;127;130;132;134;135;136;137;138;139;140;141;142;143;144;148;150;151;152;153;154;156;158;160;161;163;164;166;167;168;172;175;176;177;178;179;184;185;186;187;188;190;193;194;195;196;
ERRANI Vasco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.69;0;100;100;0;0;0;0;5.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;10;0;50;0;0;0;0;2.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;0;0;0;0;0;0
AIMI Enrico;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;86.21;0;0;0;100;100;100;100;100;100;0;100;100;100;100
MANCA Daniele;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.67;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RICHETTI Matteo;0;0;0;0;0;0;0;0;0;0;10;0;100;0;0;0;0;10;0;0;0;0;0;0;100;50;0;5.13;0;33.33;0.32;0;0;8.37;0;0;0;0;0;0;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;0;0;0;0;0;0;0;0;0;0;1.32;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.45;50;100;0;0;100;0;45.45;0;100;0;0;0;0;0
BINI Caterina;0;0;0;0;0;0;0;0;0;0;0;0;100;0;9.2;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.29;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;0.39;0;0;0;0;0;0;0;0.76;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;9.52
NENCINI Riccardo;0;0;25;5;0;16.67;0;100;9.09;0;10;100;100;38.89;100;0;0;0;0;0.88;0;100;25;0;18.75;7.14;21.1;2.56;0;5.56;45.45;100;5.56;10.46;0;100;0;21.28;5.8;0;0;100;100;100;0;0;100;31.67;0;0;0;4;100;20;12.12;22.22;0;0;100;0;12.5;100;6.25;12.77;7.69;1.89;100;100;0;12.5;100;31.84;0;3.85;4.72;0;0;0;40.79;29.77;0;9.52;32.28;100;6.3;8.33;1.3;50;0;0;0;5.26;0;0;0;12.5;0;100;13.95;100;0;0;0;0;0;0;10.34;0;0;0;12.5;0;11.11;100;0;5.26;0;0;0;0;4.76
ZAFFINI Francesco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.82;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;66.67;0;0;0;0;0;0;0;0;23.52;0;0;0;0;0;0;0;98.44;0;0;80.85;7.69;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;100;1.1;100;0;0;0;0;86.21;0;100;0;0;0;0;0;0;0;0;0;0;0;0
MODENA Fiammetta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.56;0;0;0;0;0;0;0;0;3.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.79;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAGANO Nazario;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.57;0;0;0;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LONARDO Alessandrina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;100;0;0;0;0;100;100;100;100;0;0;0;5.56;0.32;0;0;0.84;0.57;0;0;0;0;0;0;0;0;66.67;100;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;1.56;0;100;100;0;0;100;0;0;0;0;0;20;3.85;100;0;0;0;0;100;100;0;0;0;0;0;100;100;100;100;0;0;0;100;0;100;100;0;0;0;0;100;0;0;0;0;44.83;0;0;0;0;0;100;100;0;0;0;100;100;0;0
STEFANO Dario;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0
UNTERBERGER Juliane;0;0;0;0;0;0;0;0;0;0;0;76.92;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;2.13;0;100;100;0;0;66.67;0;0;100;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;6.25;0;0;0;0;100;0;0;100;0;100;0;0;0;100;0;100;0;0;0;0;0;0;0;0;50;0;0;0;0;0;100;0;0;44.44;0;100;100;1.1;0;0;0;0;0;0;50;0;100;0;0;11.11;100;0;0;0;0;100;0;0
BERGESIO Giorgio Maria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RENZI Matteo;0;0;0;0;0;0;0;0;0;0;10;92.31;100;0;0;0;2.42;90;100;99.12;100;7.69;100;100;100;0;30.28;79.49;100;100;0;0;100;0;1.14;100;100;100;100;100;100;100;0;100;100;100;0;0;0;0;100;100;0;0;100;100;100;0;0;100;0;0;100;8.51;100;100;0;0;100;100;0;100;10;19.23;100;0;0;100;0;100;100;100;100;100;100;66.67;100;0;55.12;0;0;100;100;100;100;100;100;0;0;0;0;0;100;28.1;0;0;0;50;0;0;0;0;0;0;100;0;0;0;0;0;0
DE SIANO Domenico;0;0;0;0;100;0;0;0;0;0;0;0;100;0;24.14;0;2.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;7.69;3.77;100;25.64;100;100;0;0;0;3.85;0;0;0;0;0;0.76;100;0;100;0;0;0;0;0;0;0;0;15.79;0;0;0;0;0;0;0;0;0;0;0;0;100;0;3.45;50;0;0;0;0;11.11;100;0;100;0;0;0;0;0
FERRAZZI Andrea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;2.86;0;0;0;0;0;100;0;0;100;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D'ARIENZO Vincenzo;0;0;0;0.83;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0.88;0;0;0;0;0;0;0;0;0;0;0.32;0;0;5.86;2.86;0;0;0;100;0;0;0;0;100;20;0;0;0.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;0;0;0;0;0;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;0;0;0;0;0;0
SBROLLINI Daniela;0;0;0;100;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;100;0;0;0;0;94.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;0;0;0;0;100;0;0;0;0;0;0;0;0;100;100;0;0;0;0;100;0;0;0;0;10.16;0;23.08;0;0;0;0;100;9.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BATTISTONI Francesco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;100;100;1.92;7.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33;0;0;22.22;0;0;0;0;0;0;0;50;0;0;0;0;100;100;0;0;0;0;0;0;0
ARRIGONI Paolo;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;44.44;0;0;0;0;0;0;0;0;0;0;0;0;11.11;0;0;0;0;0;0;0;0
BERUTTI Massimo Vittorio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.53;60;4.76;0;0;0;0;0;0;1.57;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAVIANE Paolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GALLONE Maria Alessandra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.11;0;0;0;0;0;0;0;0
MAGONI Lara;100;0;100;100;100;100;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.
MAFFONI Gianpietro;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;100;100;0;0.2;100;1.92;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;100;0;0;0;0;0;0;0;50;100;100;0;100;100;100;0;100;0;0;100;0;0
FLORIS Emilio;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;1.83;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0.32;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;100;100;100;0;100;100;100;2.34;0;0;0;0;0;0;0;0;0;100;100;0;100;0;0;0;0;0;0;0;5.77;0;0;0;0;0;0.76;0;0;0;0;0;0;0;0;0.79;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARTI Roberto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73;0;0;0;0;0;0;0;0;0;42.86;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.31;0;0;0;0;0;0;0;0;0;0;8.51;0;0;0;0;0;0;0;0;0;0;7.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAZZAGLINI Giuliano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CARBONE Vincenzo;100;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.54;100;0;0.97;0;0;0.42;0;0;0;100;100;100;100;0;0;0;0;0;0;0;0;4.55;0;0;0;0;100;100;0;0;0;0;0;50;0;89.36;0;0;0;25.64;0;100;0;0;0;1.92;0;0;100;0;0;100;100;0;0;0;0;0;100;0;0;0;0;100;13.64;0;0;25;44.44;0;0;88.89;0;0;0;37.25;92.11;0;3.45;50;100;0;0;0;11.11;100;0;100;0;0;0;0;0
FARAONE Davide;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.38;42.86;0;78.21;100;55.56;6.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;3.67;0;0;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;60;3.85;0.79;0;0;0;7.89;19.08;0;0;0;0;6.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.59;0;100;19.61;63.16;0;0;0;0;0;37.5;0;0;0;3.85;0;0;0;0;0;0
FERRARI Alan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.86;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.37;0;0;0;0;0
GINETTI Nadia;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.28;0;0;34.42;0;0;0;2.29;0;0;0;0;0;0;0;100;100;0;0;0;0.33;0;0;0;100;1.87;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.89;0;0;0;0;0;0;0;11.11;100;0;0;0;0;0;0;0
BRIZIARELLI Luca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0
PEPE Pasquale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COLLINA Stefano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASTORRE Bruno;0;0;0;0;83.33;0;0;0;0;0;10;0;100;0;0;0.37;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;16.32;0;0;0;0;0;0;0;0;42.86;100;0;0;0;11.67;0;0;0;0;0.31;10;0;0;0;0;0;0;0;0;0;87.23;0;100;0;100;0;0;0;0.2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;1.57;0;0;0;0;0;0;0;0;0;0;55.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DE VECCHIS William;100;0;0;0;100;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SACCONE Antonio;0;0;0;5;100;0;0;66.67;0;0;0;0;0;0;0;0;0;0;0;0.88;0;0;0;0;0;0;0;0;100;0;0;0;0;8.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.51;0;0;0;0;0;0;0;0;0;3.85;0;0;0;0;100;0.76;0;0;0;0;0;0;6.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CIRINNA' Monica;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;7.79;0;100;0.42;6.29;0;0;0;0;0;0;0;0;0;0;0;0;2.33;0;0;0;0;0;0;0;0;0;0;0;0;1.56;0;0;8.51;0;0;0;0;0;0;100;27.34;0;0;0;0;0;0;0;0.76;0;0;0;100;0;0;0;50;0;0;0;0;22.73;0;0;0;0;0;0;0;2.2;0;0;0;0;0;10.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARSILIO Marco;81.25;0;0;5;0;83.33;0;0;0;0;10;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;6.41;0;88.89;0;0;0;2.93;45.71;0;0;0;0;100;100;0;0;0;100;100;100;100;100;100;100;100;100;100;100;100;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.;N.D.
GRIMANI Leonardo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;1.26;16;0;0;0;100;0;0;0;0;100;0;0;100;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.26;0;0;0;0;0;0;100;0;0;0;0;0;100;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;88.89;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;100;0;0;0;0
FERRERO Roberta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PIANASSO Cesare;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALLARDI Gianpaolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FREGOLENT Sonia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANDIANI Stefano;0;0;0;95;0;0;0;0;100;0;0;0;56.82;0;0;0;0;0;0;0;0;0;0;0;3.13;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.92;0;0;0;0;7.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.44;0;0;0;0;0;0;0;50;100;0;0;0;11.11;0;0;0;0;0;0;0;42.86
ALFIERI Alessandro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.4;0;0;0;5.26;0;0;0;0;0;0;0;0;0;57.69;0;0;0;0;0;0
PIZZOL Nadia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOSATO Paolo;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AUGUSSORI Luigi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
